District,Year,soil_moisture,clay_0-30cm_mean_(%),sand_0-30cm_mean_(%),silt_0-30cm_mean_(%),soc_0-30cm_mean_(g/kg),bdod_0-30cm_mean_(g/cm³),cec_0-30cm_mean_(meq/100g),phh2o_0-30cm_mean_(pH),nitrogen_0-30cm_mean_(mg/kg),All Sky Longwave Down (W/m²),Cloud Coverage (%),Surface Pressure (kPa),Relative Humidity (%),Average Temperature (°C),Max Temperature (°C),Min Temperature (°C),Monthly Rainfall (mm),Area('000 acres),Yield(tonnes_per_acre),UREA,NP,MAP,SSP,SOP,MOP,AS,NPKs,25th_Percentile-(May),75th_Percentile-(May),IQR-(May),Kurtosis-(May),Max_NDVI-(May),Mean_NDVI-(May),Median_NDVI-(May),Skewness-(May),Std_NDVI-(May),Variance-(May)
rahim yar khan,2021,0.097131812,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,30.14714286,36.43428571,100.0971429,28.34428571,23.96857143,38.14,12.13285714,8.868571429,733.0,1.41473397,585.8,371.5777777777778,206.7701863354037,248.48128342245988,422.2253731343284,244.9533333333333,225.0397350993377,411.93,0.2756,0.3818,0.1062,0.0601,0.6834,0.3312,0.328,0.3366,0.0773,0.006
rajanpur,2021,0.128408463,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.18714286,33.17142857,100.0714286,31.12285714,23.20714286,37.64857143,10.97571429,10.26714286,496.0,1.377016129,585.8,371.5777777777778,519.0,248.48128342245988,98.0,196.0,418.56498575681815,272.0,0.1662,0.3362,0.17,-0.3204,0.6903,0.257,0.239,0.539,0.117,0.0137
rawalpindi,2021,0.1824606910944444,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,29.2426857143,44.90571429,96.93410713375,35.799834801907785,21.298684127100003,34.432661904944446,9.532446031681111,22.24705714280333,383.0,0.668407311,585.8,371.5777777777778,315.54037267080747,140.0,256.4507462686567,52.0,0.0,76.0,0.2447,0.3463,0.1015,0.5272,0.6816,0.3007,0.2912,0.7318,0.0723,0.0052
sahiwal,2021,0.190610012,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,29.92857143,43.95714286,99.34857143,40.76,21.31142857,34.86,8.84,22.24705714280333,307.0,1.433224756,585.8,371.5777777777778,572.7814798166653,248.48128342245988,851.6440627935926,416.0,418.56498575681815,520.0,0.3135,0.4286,0.1152,0.2983,0.7466,0.3755,0.3708,0.4241,0.0897,0.0081
sargodha,2021,0.223823171,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.06571429,43.52,99.14285714,47.63857143,20.27142857,33.77428571,9.094285714,40.66571429,513.0,1.202729045,585.8,371.5777777777778,547.0,248.48128342245988,256.4507462686567,590.0,225.0397350993377,411.93,0.2487,0.3624,0.1137,0.2436,0.7508,0.31,0.3042,0.5024,0.0837,0.007
sheikhupura,2021,0.227461939,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.79857143,49.05285714,98.92714286,48.75,20.08285714,33.22714286,8.007142857,37.66571429,515.0,1.326213592,585.8,371.5777777777778,402.27018633540376,273.24064171123,266.0,291.5,225.0397350993377,445.5,0.2114,0.3215,0.1101,0.582,0.6931,0.2733,0.2612,0.7895,0.0816,0.0067
sialkot,2021,0.27560754,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,28.97571429,51.38,98.22285714,49.92285714,20.10142857,32.62285714,9.714285714,17.29432342088747,422.0,1.163507109,585.8,371.5777777777778,99.0,30.0,167.0,258.0,418.56498575681815,411.93,0.2209,0.2912,0.0703,2.4953,0.709,0.2607,0.2534,1.0548,0.058,0.0034
toba tek singh,2021,0.204610179,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.65714286,47.28285714,99.36428571,42.64,20.90857143,34.35428571,8.775714286,18.539399809443083,386.0,1.404145078,585.8,371.5777777777778,533.0,248.48128342245988,256.4507462686567,632.0,225.0397350993377,411.93,0.256,0.3505,0.0945,0.2117,0.6649,0.3062,0.3018,0.4392,0.0701,0.0049
vehari,2021,0.147820039,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,29.97,45.23571429,99.55285714,40.53428571,21.58571429,35.38428571,9.114285714,22.24705714280333,479.0,1.411273486,585.8,371.5777777777778,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,225.0397350993377,411.93,0.2294,0.3634,0.134,-0.1233,0.6834,0.3005,0.2898,0.469,0.091,0.0083
attock,2022,0.265732378,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,27.91857143,37.42,96.93410713375,51.09714286,18.94285714,34.432661904944446,9.332857143,22.24705714280333,452.0,0.685840708,585.8,371.5777777777778,291.0,18.12422751919408,86.0,68.0,0.0,427.0,0.1849,0.2621,0.0773,0.3579,0.4903,0.2277,0.2212,0.6558,0.0569,0.0032
bahawalnagar,2022,0.139138361,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,30.12714286,36.65571429,99.37857143,31.55428571,23.47571429,36.56285714,10.86571429,8.888571429,850.125,1.441904762,585.8,371.5777777777778,572.7814798166653,248.48128342245988,758.0,435.0,220.51986754966885,411.93,0.2549,0.352,0.0971,0.0754,0.6227,0.3065,0.3033,0.39,0.071,0.005
bahawalpur,2022,0.078947878,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,30.53571429,36.66571429,99.60857143,29.58857143,23.87571429,36.81428571,11.32428571,6.187142857,731.0,1.439124487,585.8,371.5777777777778,315.54037267080747,248.48128342245988,612.0,607.0,276.0,411.93,0.1312,0.2321,0.1009,0.6715,0.6494,0.1917,0.18,0.9279,0.0733,0.0054
bhakkar,2022,0.055006283,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.41142857,31.89,99.14,36.83428571,21.90571429,34.23571429,10.38142857,14.78714286,445.0,1.06741573,585.8,371.5777777777778,315.54037267080747,60.0,41.0,245.0,43.0,411.93,0.1142,0.2513,0.1371,-0.7479,0.4867,0.188,0.193,0.127,0.0857,0.0074
chakwal,2022,0.221152416,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.33428571,33.44428571,96.93410713375,55.15142857,18.30857143,30.07571429,7.897142857,18.539399809443083,372.0,0.677419355,585.8,371.57777777777767,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,0.0,411.93,0.1841,0.2578,0.0737,3.3481,0.6368,0.2276,0.2082,1.5739,0.0621,0.0039
chiniot,2022,0.160588089,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.77142857,36.02,98.96714286,40.35857143,21.89285714,34.67714286,9.557142857,16.91142857,239.0,1.389121339,585.8,371.5777777777778,226.0,248.48128342245988,519.0,244.9533333333333,284.0,411.93,0.2674,0.3541,0.0868,0.0124,0.571,0.3111,0.3108,0.1048,0.0657,0.0043
dera ghazi khan,2022,0.10652447,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,28.12,30.00571429,98.21285714,28.59428571,23.47285714,36.47285714,12.2,7.635714286,588.0,1.284013605,585.8,371.5777777777778,171.5,83.5,160.5,215.97666666666663,195.01986754966885,477.965,0.1819,0.2973,0.1154,0.0061,0.5907,0.2453,0.2376,0.5195,0.0832,0.0069
faisalabad,2022,0.165311419,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.85714286,37.87142857,98.96714286,40.35857143,21.89285714,34.67714286,9.557142857,16.91142857,595.0,1.32605042,585.8,371.5777777777778,572.7814798166653,248.48128342245988,634.0,593.0,245.0,411.93,0.2406,0.3205,0.0798,-0.2047,0.5408,0.282,0.2806,0.2221,0.0576,0.0033
gujranwala,2022,0.212778868,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,29.03285714,39.42857143,98.68857143,48.53428571,20.90714286,33.51,8.957142857,26.70142857,570.0,1.201754386,585.8,371.5777777777778,572.7814798166653,248.48128342245988,425.0,244.9533333333333,258.0,411.93,0.2016,0.2772,0.0757,1.397,0.655,0.2418,0.2388,0.5713,0.0579,0.0034
gujrat,2022,0.247255351,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,29.03285714,39.42857143,98.07428571,49.56142857,20.79285714,32.55714286,10.70142857,40.45571429,388.0,0.829896907,585.8,371.5777777777778,100.0,60.0,256.4507462686567,118.0,0.0,60.591506269107725,0.2178,0.2749,0.057,3.8268,0.6966,0.2519,0.2432,1.4172,0.0508,0.0026
hafizabad,2022,0.21006698,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,29.04,36.67285714,98.68857143,48.53428571,20.90714286,33.51,8.957142857,26.70142857,363.0,1.333333333,585.8,371.5777777777778,367.0,248.48128342245988,207.0,380.0,202.0,723.7863634887032,0.1986,0.2745,0.0759,0.9953,0.6104,0.2386,0.2364,0.4453,0.0566,0.0032
jhang,2022,0.149081121,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.77142857,36.02,99.10428571,38.89571429,22.06714286,34.60285714,9.607142857,16.22571429,632.0,1.283227848,585.8,371.5777777777778,501.0,446.7664055938294,598.0,244.9533333333333,418.56498575681815,411.93,0.249,0.3474,0.0984,-0.1398,0.6197,0.3004,0.2984,0.2756,0.0688,0.0047
jhelum,2022,0.230604278,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,29.04,36.67285714,96.93410713375,55.15142857,18.30857143,30.07571429,7.897142857,18.539399809443083,191.0,0.795811518,585.8,371.5777777777778,315.54037267080747,248.48128342245988,256.4507462686567,15.0,0.0,411.93,0.1815,0.2127,0.0311,18.041,0.587,0.2021,0.1944,3.1205,0.036,0.0013
kasur,2022,0.195136265,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.8,40.93857143,98.78,43.09857143,21.76571429,34.32714286,9.678571429,18.93,321.0,1.264797508,585.8,371.5777777777778,421.0,248.48128342245988,533.0,635.3321734381334,74.0,492.0,0.1894,0.3214,0.1319,0.2239,0.7324,0.2623,0.238,0.8811,0.0923,0.0085
khanewal,2022,0.137533328,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,30.12714286,36.65571429,99.28857143,32.83428571,23.08428571,36.21714286,10.55142857,10.11571429,531.0,1.493408663,585.8,371.5777777777778,401.0,248.48128342245988,851.6440627935926,635.3321734381334,88.0,411.93,0.2575,0.3491,0.0916,0.0328,0.5772,0.3066,0.3017,0.4316,0.0686,0.0047
khushab,2022,0.142038314,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.77142857,36.02,98.98428571,41.67,21.8,34.16857143,9.737142857,21.54,344.0,0.837209302,585.8,371.5777777777779,31.0,248.48128342245988,95.0,54.0,0.0,548.0,0.1995,0.2961,0.0966,0.245,0.5687,0.2479,0.2391,0.2132,0.0744,0.0055
lahore,2022,0.188196697,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.8,40.93857143,98.64857143,46.99285714,21.24571429,33.67857143,9.22,23.48428571,108.0,1.388888889,585.8,371.5777777777778,435.0,248.48128342245988,167.0,448.0,88.0,723.7863634887032,0.1964,0.3087,0.1123,-0.1941,0.664,0.2555,0.249,0.4452,0.0725,0.0053
layyah,2022,0.065020044,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.41142857,31.89,99.32,34.19571429,22.51,34.91857143,11.21,10.69,675.0,1.211851852,585.8,371.5777777777778,166.0,180.0,369.0,204.0,75.0,411.93,0.1614,0.2853,0.1238,-0.4009,0.5368,0.2257,0.2306,0.0363,0.0923,0.0085
lodhran,2022,0.134786598,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,30.53571429,36.66571429,99.55714286,30.92,23.57428571,36.67714286,10.89,6.594285714,409.0,1.523227384,585.8,371.5777777777778,509.0,248.48128342245988,432.0,585.0,328.0,411.93,0.2247,0.3178,0.0931,0.3448,0.5772,0.2765,0.2683,0.6739,0.0696,0.0048
mandi bahauddin,2022,0.199793365,26.10929799,28.96537172,44.92544321,9.670252495,1.518841192,14.35482774,7.602293621,87.04824721,29.04,36.67285714,98.37,51.42,20.45428571,32.77142857,9.522857143,36.13714286,314.0,1.133757962,585.7999999999998,371.5777777777778,212.5125851505412,248.48128342245988,235.77991608517505,328.19618641787594,236.9766969980516,411.93,0.2414,0.314,0.0726,1.2882,0.6368,0.2778,0.2799,0.1534,0.06,0.0036
mianwali,2022,0.120691284,26.68831913,32.37048602,40.94132529,9.511163446,1.511840409,15.20595543,7.602074387,90.90204148,28.68,35.12714286,96.93410713375,46.07571429,19.66142857,31.63,7.831428571,26.19142857,495.0,1.090909091,585.8,371.5777777777778,21.0,248.48128342245988,13.0,158.0,0.0,723.7863634887032,0.1569,0.2218,0.0649,5.6126,0.6512,0.1961,0.1864,1.6243,0.0635,0.004
multan,2022,0.110387508,22.9283732,45.33794246,31.73357711,6.918145083,1.507161506,13.9218079,7.236992732,122.3688676,29.80428571,32.02428571,99.65142857,30.72428571,23.58428571,36.63714286,11.55857143,5.97,437.0,1.469107551,585.8,371.5777777777778,572.7814798166653,248.48128342245988,594.0,244.9533333333333,418.56498575681815,411.93,0.2086,0.3004,0.0918,-0.0372,0.5907,0.2548,0.2549,0.0657,0.0698,0.0049
muzaffargarh,2022,0.080154399,22.83340907,42.33163522,34.83483987,6.38012474,1.494055078,14.84178225,7.492060066,82.22149655,29.80428571,32.02428571,99.65142857,30.72428571,23.58428571,36.63714286,11.55857143,5.97,599.0,1.228714524,585.8,371.5777777777778,417.0,248.48128342245988,556.0,431.0,117.0,411.93,0.1633,0.2814,0.1181,0.1401,0.5907,0.2284,0.2172,0.5975,0.0864,0.0075
nankana sahib,2022,0.178872308,19.97827172,34.01520297,46.00647979,8.701091539,1.518841192,12.43120441,7.720458023,80.10548915,29.85714286,37.87142857,98.76571429,43.94,21.53428571,34.2,9.37,20.32,310.0,1.377419355,585.8,371.5777777777778,242.0,240.0,38.0,79.0,151.0,223.0,0.2148,0.3229,0.1081,0.2321,0.645,0.2728,0.2722,0.4311,0.0725,0.0053
narowal,2022,0.265356607,25.45529094,35.33818921,39.2066029,8.227725798,1.530096339,16.03339229,7.358177714,123.0161334,29.03285714,39.42857143,98.21285714,49.91571429,20.85857143,32.86428571,10.05285714,33.61,305.0,0.918032787,585.8,371.5777777777778,130.0,248.48128342245988,232.0,395.0,15.0,610.0,0.2023,0.2515,0.0492,1.8695,0.5254,0.2294,0.2248,0.816,0.0411,0.0017
okara,2022,0.158126958,21.72739446,37.03793735,41.23467328,8.247179716,1.53423889,13.60017411,7.617680489,85.09235793,30.09857143,34.22,99.06285714,36.25571429,22.58142857,35.6,10.33714286,13.26142857,329.0,1.52887538,585.8,371.5777777777778,315.54037267080747,248.48128342245988,256.4507462686567,244.9533333333333,334.0,411.93,0.2576,0.3537,0.096,-0.0987,0.6254,0.3076,0.3062,0.2466,0.0703,0.0049
pakpattan,2022,0.147241561,22.75436488,42.98412167,34.26151316,7.85615721,1.488206282,15.38696311,7.458479404,86.47478949,30.09857143,34.22,99.17571429,33.75285714,23.03142857,36.28142857,10.69142857,10.78,232.0,1.396551724,585.8,371.5777777777778,572.7814798166653,248.48128342245988,851.6440627935926,244.9533333333333,221.0,411.93,0.2734,0.4015,0.128,-0.4775,0.6336,0.3387,0.3386,0.077,0.0909,0.0083
rahim yar khan,2022,0.077292119,23.5618907,45.41603829,31.02210557,6.662394545,1.488313127,14.61827705,7.53167932,76.73249437,30.50857143,29.76142857,99.94428571,27.44,24.82,38.25857143,12.54571429,6.44,685.0,1.500729927,585.8,371.5777777777778,206.7701863354037,199.24064171123,780.0,244.9533333333333,354.01986754966885,411.93,0.2549,0.352,0.0971,0.0754,0.6227,0.3065,0.3033,0.39,0.071,0.005
rajanpur,2022,0.093702901,24.06423753,41.39001552,34.54579882,6.459094751,1.487643038,15.59975532,7.708249033,81.59696618,29.58571429,26.18571429,99.90857143,28.44857143,24.35,37.73571429,12.25285714,6.617142857,479.0,1.402922756,585.8,371.5777777777778,493.0,320.0,95.0,146.0,124.0,437.0,0.1555,0.3022,0.1468,-0.4633,0.6212,0.2322,0.2244,0.3376,0.0959,0.0092
rawalpindi,2022,0.305229467,21.43771641,18.54535546,60.01706426,8.916800462,1.519756409,15.57050005,7.0,99.29446296,27.91857143,37.42,96.93410713375,53.97714286,17.96142857,34.432661904944446,7.877142857,22.24705714280333,395.0,0.787341772,585.8,371.5777777777778,315.54037267080747,61.0,5.0,3.0,3.0,228.0,0.2109,0.2939,0.083,1.2515,0.5841,0.2588,0.248,1.0072,0.0618,0.0038
sahiwal,2022,0.153137973,23.34293038,40.87749912,35.77950069,8.067043545,1.512581684,14.54219032,7.520981114,86.83327211,30.09857143,34.22,99.17571429,33.75285714,23.03142857,36.28142857,10.69142857,10.78,279.0,1.379928315,585.8,371.5777777777778,486.0,44.0,256.4507462686567,348.0,62.0,557.0,0.2849,0.3837,0.0988,-0.0746,0.6254,0.3371,0.3328,0.3182,0.0749,0.0056
sargodha,2022,0.169856189,23.32559565,29.07106301,47.60341272,8.149213029,1.517599389,11.82999451,7.710870947,77.6280688,28.33428571,33.44428571,98.98428571,41.67,21.8,34.16857143,9.737142857,21.54,482.0,1.132780083,585.8,371.5777777777778,400.0,248.48128342245988,851.6440627935926,635.3321734381334,346.0,411.93,0.2226,0.3251,0.1025,-0.2293,0.633,0.2767,0.2736,0.3319,0.0709,0.005
sheikhupura,2022,0.193892489,25.48146294,27.48142676,47.03731938,8.255936419,1.523007811,13.0947961,8.0,81.47574095,29.85714286,37.87142857,98.76571429,43.94,21.53428571,34.2,9.37,20.32,546.0,1.225274725,585.8,371.5777777777778,459.27018633540376,273.24064171123,190.5,261.5,152.51986754966885,494.0,0.1892,0.2724,0.0832,0.4861,0.664,0.2352,0.2252,0.7535,0.0603,0.0036
sialkot,2022,0.258762646,27.59647199,34.038009,38.36557989,10.40211128,1.517599389,16.64599154,7.582435763,109.5574369,29.03285714,39.42857143,98.07428571,49.56142857,20.79285714,32.55714286,10.70142857,40.45571429,458.0,1.008733624,585.8,371.5777777777778,41.0,164.0,159.0,291.0,263.0,411.93,0.2016,0.2553,0.0536,3.2307,0.5668,0.2327,0.2258,1.2787,0.046,0.0021
toba tek singh,2022,0.154130487,22.27534611,32.42238468,45.30211006,7.681504753,1.527867319,14.02611217,7.530742368,84.47723696,29.77142857,36.02,99.19428571,35.02714286,22.67285714,35.55,10.02,12.38857143,334.0,1.350299401,585.8,371.5777777777778,495.0,248.48128342245988,598.0,419.0,111.0,411.93,0.23,0.3137,0.0837,-0.0505,0.5452,0.2745,0.2684,0.4593,0.0605,0.0037
vehari,2022,0.123154592,23.07735465,46.44989532,30.47280075,7.543312991,1.501395987,14.56667749,7.415776062,127.0529409,30.12714286,36.65571429,99.37857143,31.55428571,23.47571429,36.56285714,10.86571429,8.888571429,446.0,1.410313901,585.8,371.5777777777778,572.7814798166653,248.48128342245988,256.4507462686567,244.9533333333333,418.56498575681815,411.93,0.2006,0.3469,0.1464,-0.5553,0.6227,0.2793,0.2726,0.3878,0.0928,0.0086
attock,2023,0.258842507,23.17901964,19.49466876,57.32633798,8.916800462,1.523007811,16.3738695,7.032652587,99.29446296,28.17857143,42.98714286,96.93410713375,56.15285714,17.85285714,34.432661904944446,8.084285714,22.24705714280333,470.0,0.740425532,585.8,371.5777777777778,315.54037267080747,64.0,22.0,244.9533333333333,0.0,60.591506269107725,0.2344,0.3333,0.0989,0.0578,0.6277,0.2879,0.2841,0.451,0.0709,0.005
bahawalnagar,2023,0.163545607,22.9042233,45.04427627,32.05161438,7.725205198,1.512642505,13.79395824,7.358470603,139.6220706,29.91285714,38.50857143,99.60285714,35.27857143,22.29714286,35.73,10.20142857,25.05857143,850.125,1.494263862,585.8,371.5777777777778,444.0,188.74064171123,603.5,272.5,112.51986754966885,370.965,0.3277,0.4465,0.1188,0.039,0.7283,0.3906,0.3881,0.2908,0.0909,0.0083
bahawalpur,2023,0.102106976,23.33228973,49.83835207,26.82936439,6.956910005,1.489452973,14.91368202,7.415198511,88.68007501,30.22285714,36.26142857,99.83571429,34.71571429,22.66857143,36.08857143,10.68714286,18.86857143,711.0,1.510548523,585.8,371.5777777777778,93.0,248.48128342245988,773.0,39.0,15.0,527.0,0.1733,0.307,0.1337,0.2933,0.692,0.2525,0.2453,0.7006,0.0994,0.0099
bhakkar,2023,0.082863894,22.99418972,34.65893653,42.34668707,7.004199957,1.504818159,15.03399747,7.562328115,84.25889218,29.35428571,37.94285714,99.35571429,44.22,20.42857143,32.93571429,8.83,29.84142857,403.0,1.171215881,585.8,371.5777777777778,315.54037267080747,248.48128342245988,71.0,8.0,0.0,618.0,0.1562,0.3221,0.1658,-0.834,0.6204,0.2427,0.2527,-0.0261,0.1043,0.0109
chakwal,2023,0.24346098,24.95145552,34.04584409,41.00278272,8.916800462,1.518841192,16.23380115,7.27006394,109.6470119,28.52,40.16285714,96.93410713375,36.24811587303333,21.298684127100003,34.432661904944446,6.937142857,18.539399809443083,249.0,0.714859438,585.8,371.5777777777778,315.54037267080747,248.48128342245988,6.0,244.9533333333333,0.0,411.93,0.2243,0.325,0.1007,2.4392,0.7388,0.2818,0.2614,1.257,0.0803,0.0064
chiniot,2023,0.188850748,21.38071035,29.89557793,48.72370037,7.98566382,1.515365903,11.9200304,7.652336945,80.83532067,29.61571429,40.06714286,99.18,44.00714286,20.61142857,34.44285714,8.918571429,27.18285714,243.0,1.514403292,585.8,371.5777777777778,10.0,255.0,414.0,388.0,0.0,411.93,0.3101,0.4098,0.0997,0.2902,0.6858,0.3622,0.3578,0.2722,0.0796,0.0063
dera ghazi khan,2023,0.145740971,23.39515004,42.09708534,34.5078131,6.731983444,1.493035367,14.52150244,7.59410394,78.71948246,27.99428571,38.35714286,98.42571429,35.71714286,21.98428571,35.28857143,11.36428571,30.09428571,545.0,1.355963303,585.8,371.5777777777778,174.77018633540374,113.5,159.0,244.9533333333333,112.51986754966885,277.96500000000003,0.2242,0.3634,0.1393,-0.1357,0.7303,0.2986,0.2893,0.3376,0.0978,0.0096
faisalabad,2023,0.188436219,23.74880918,33.73281683,46.87053341,7.908887425,1.515365903,12.05106161,7.668717385,80.18262089,29.68571429,42.46571429,99.18,44.00714286,20.61142857,34.44285714,8.918571429,27.18285714,576.0,1.480902778,585.8,371.5777777777778,220.0,248.48128342245988,592.0,54.0,0.0,411.93,0.2855,0.3732,0.0877,1.0197,0.7133,0.3324,0.3291,0.5393,0.0702,0.0049
gujranwala,2023,0.231158765,27.76819004,29.90469572,42.32715599,9.39715933,1.523060939,15.08010092,7.728752551,87.61308896,29.38285714,45.69571429,98.88857143,51.78142857,19.79857143,33.49714286,8.512857143,32.11,401.0,1.359102244,585.8,371.5777777777778,45.0,248.48128342245988,226.0,30.0,40.0,529.0,0.2322,0.3388,0.1066,1.0161,0.7406,0.2898,0.285,0.5973,0.0799,0.0064
gujrat,2023,0.250059954,26.05328035,32.963105,40.98357489,10.38613988,1.517214506,15.7080344,7.287606163,111.744565,29.38285714,45.69571429,98.27285714,56.03857143,19.47857143,31.75857143,10.39857143,18.539399809443083,394.0,0.921319797,585.8,371.5777777777778,315.54037267080747,100.0,24.0,244.9533333333333,0.0,411.93,0.2896,0.3771,0.0874,2.0872,0.7397,0.3383,0.3303,0.8988,0.0719,0.0052
hafizabad,2023,0.229696486,27.38310484,30.33962519,42.27734727,9.299787954,1.523060939,14.67897171,7.724490479,86.4714649,29.09857143,43.18428571,98.88857143,51.78142857,19.79857143,33.49714286,8.512857143,32.11,373.0,1.595174263,585.8,371.5777777777778,315.54037267080747,248.48128342245988,128.0,244.9533333333333,15.0,451.0,0.2269,0.3332,0.1063,0.7591,0.7406,0.284,0.2802,0.4988,0.0773,0.006
jhang,2023,0.174058677,22.7898802,38.69853023,38.51152223,7.684066378,1.521484137,13.99187519,7.453346006,89.22363342,29.61571429,40.06714286,99.31714286,43.88428571,20.62571429,34.38,8.587142857,28.72285714,651.0,1.434715822,585.8,371.5777777777778,178.0,248.48128342245988,670.0,16.0,30.0,411.93,0.3,0.4243,0.1243,0.088,0.7308,0.3667,0.362,0.4074,0.092,0.0085
jhelum,2023,0.250430463,25.41279174,37.12843044,37.45862102,8.916800462,1.523060939,17.82760547,7.169056461,112.1385719,29.09857143,43.18428571,96.93410713375,36.24811587303333,21.298684127100003,34.432661904944446,6.937142857,18.539399809443083,211.0,0.91943128,585.8,371.57777777777767,315.54037267080747,248.48128342245988,4.0,244.9533333333333,0.0,411.93,0.2228,0.2723,0.0495,5.0808,0.6535,0.2538,0.2432,1.7555,0.0471,0.0022
kasur,2023,0.213861728,24.64495377,36.25457295,39.10042908,9.428379014,1.528101478,15.48364319,7.610802111,89.32452179,29.65714286,44.45714286,98.98285714,42.79857143,20.92857143,34.47857143,9.257142857,23.97142857,315.0,1.377777778,585.8,371.5777777777778,54.0,248.48128342245988,284.0,51.0,20.0,186.0,0.2177,0.3876,0.1699,0.326,0.7832,0.3177,0.2811,1.013,0.1284,0.0165
khanewal,2023,0.161890466,23.1228919,45.47436817,31.40295725,7.724291853,1.511466866,13.75895064,7.347015347,144.7483902,29.91285714,38.50857143,99.51142857,37.15,21.82142857,35.48428571,9.6,26.89571429,480.0,1.514583333,585.8,371.5777777777778,3.0,295.0,844.0,14.0,10.0,345.0,0.3318,0.4467,0.1149,-0.0166,0.7064,0.3927,0.3883,0.3123,0.0879,0.0077
khushab,2023,0.175410891,24.16960883,26.14041699,49.69026842,7.749656236,1.537564182,12.73418343,7.61938197,79.25069198,29.61571429,40.06714286,99.19285714,46.28428571,20.44,33.83571429,8.851428571,30.93,304.0,0.957236842,585.8,371.5777777777779,315.54037267080747,446.7664055938294,41.0,244.9533333333333,2.0,604.0,0.2379,0.3548,0.1169,0.08,0.6756,0.2971,0.2898,0.2193,0.0883,0.0078
lahore,2023,0.205717136,23.91523224,25.8205166,50.2644288,8.346927864,1.523060939,12.57633228,7.852002798,81.26379005,29.65714286,44.45714286,98.84571429,47.41285714,20.35285714,33.91428571,8.964285714,26.55571429,113.0,1.415929204,585.8,371.5777777777778,62.0,248.48128342245988,155.0,33.0,10.0,130.0,0.2141,0.358,0.1439,-0.4396,0.701,0.2907,0.282,0.4052,0.0927,0.0086
layyah,2023,0.092757693,22.29196537,36.36847159,41.33956613,6.66423485,1.498386898,14.98093283,7.548995474,80.65577163,29.35428571,37.94285714,99.54142857,41.66857143,21.02428571,33.71285714,9.71,30.77571429,671.0,1.248882265,585.8,371.5777777777778,2.0,270.0,606.0,3.0,5.0,618.0,0.215,0.3522,0.1372,-0.256,0.6115,0.2813,0.2948,-0.302,0.1044,0.0109
lodhran,2023,0.161799171,23.23360624,45.95257558,30.8139505,7.371388636,1.506242389,13.84318199,7.275304753,132.9219558,30.22285714,36.26142857,99.78285714,36.50428571,22.27571429,35.83714286,10.01714286,23.53,384.0,1.549479167,585.8,371.5777777777778,37.0,248.48128342245988,216.0,4.0,0.0,526.0,0.2903,0.4117,0.1214,0.0529,0.7064,0.3558,0.3484,0.4787,0.0904,0.0082
